tx	gene_id	SRR29279085	SRR29279086	SRR29279087	SRR29279088	SRR29279093	SRR29279094	SRR29279095	SRR29279096	SRR29279101	SRR29279102	SRR29279103	SRR29279104	SRR29279109	SRR29279110	SRR29279111	SRR29279112	SRR29279117	SRR29279118	SRR29279119	SRR29279120	SRR29279125	SRR29279126	SRR29279127	SRR29279128	SRR29279133	SRR29279134	SRR29279135	SRR29279136	SRR29279141	SRR29279142	SRR29279143	SRR29279144	SRR29279149	SRR29279150	SRR29279151	SRR29279152	SRR29279157	SRR29279158	SRR29279159	SRR29279160	SRR29279161	SRR29279162	SRR29279163	SRR29279164	SRR29279165	SRR29279166	SRR29279167	SRR29279168	SRR29279169	SRR29279170	SRR29279171	SRR29279172	SRR29279173	SRR29279174	SRR29279175	SRR29279176	SRR29279177	SRR29279178	SRR29279179	SRR29279180
C3_00210C_A-T	C3_00210C_A	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383
C3_00220W_A-T	C3_00220W_A	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643	1643
C3_00230C_A-T	C3_00230C_A	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248
C3_00240C_A-T	C3_00240C_A	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106
C3_00250C_A-T	C3_00250C_A	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025	1025
C3_00260C_A-T	C3_00260C_A	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121	1121
C3_00270C_A-T	C3_00270C_A	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247	1247
C3_00280C_A-T	C3_00280C_A	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375	2375
C3_00290W_A-T	C3_00290W_A	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076
C3_00300W_A-T	C3_00300W_A	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087	2087
C3_00310C_A-T	C3_00310C_A	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140
C3_00320W_A-T	C3_00320W_A	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515	515
C3_00330W_A-T	C3_00330W_A	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841
C3_00340W_A-T	C3_00340W_A	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002
C3_00350W_A-T	C3_00350W_A	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374
C3_00360W_A-T	C3_00360W_A	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458
C3_00370C_A-T	C3_00370C_A	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410
C3_00380C_A-T	C3_00380C_A	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778
C3_00390W_A-T	C3_00390W_A	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563
C3_00400C_A-T	C3_00400C_A	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600
C3_00410C_A-T	C3_00410C_A	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296
C3_00420W_A-T	C3_00420W_A	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324	2324
C3_00430W_A-T	C3_00430W_A	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383	383
C3_00440W_A-T	C3_00440W_A	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380
C3_00450C_A-T	C3_00450C_A	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857
C3_00460W_A-T	C3_00460W_A	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368
C3_00470W_A-T	C3_00470W_A	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184
C3_00480C_A-T	C3_00480C_A	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542
C3_00490W_A-T	C3_00490W_A	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376
C3_00500C_A-T	C3_00500C_A	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920
C3_00510W_A-T	C3_00510W_A	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836
C3_00520W_A-T	C3_00520W_A	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335
C3_00530C_A-T	C3_00530C_A	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211	1211
C3_00540C_A-T	C3_00540C_A	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512	512
C3_00550C_A-T	C3_00550C_A	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841	1841
C3_00560C_A-T	C3_00560C_A	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061
C3_00570C_A-T	C3_00570C_A	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076
C3_00580W_A-T	C3_00580W_A	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486	3486
C3_00590W_A-T	C3_00590W_A	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317	317
C3_00600W_A-T	C3_00600W_A	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286	1286
C3_00610W_A-T	C3_00610W_A	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479	479
C3_00620C_A-T	C3_00620C_A	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002
C3_00630W_A-T	C3_00630W_A	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458	3458
C3_00640W_A-T	C3_00640W_A	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235	1235
C3_00650W_A-T	C3_00650W_A	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280
C3_00660W_A-T	C3_00660W_A	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410	3410
C3_00680C_A-T	C3_00680C_A	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194
C3_00670C_A-T	C3_00670C_A	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814	1814
C3_00690C_A-T	C3_00690C_A	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094
C3_00700W_A-T	C3_00700W_A	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791	3791
C3_00710W_A-T	C3_00710W_A	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068	3068
C3_00720W_A-T	C3_00720W_A	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438	2438
C3_00730W_A-T	C3_00730W_A	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102	2102
C3_00740W_A-T	C3_00740W_A	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212
C3_00750W_A-T	C3_00750W_A	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333	2333
C3_00760W_A-T	C3_00760W_A	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160
C3_00770C_A-T	C3_00770C_A	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494	494
C3_00780W_A-T	C3_00780W_A	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115	1115
C3_00790W_A-T	C3_00790W_A	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186	2186
C3_00800W_A-T	C3_00800W_A	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435	2435
C3_00810C_A-T	C3_00810C_A	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471	2471
C3_00820W_A-T	C3_00820W_A	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063
C3_00830C_A-T	C3_00830C_A	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063
C3_00840C_A-T	C3_00840C_A	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248	248
C3_00850C_A-T	C3_00850C_A	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201	2201
C3_00860W_A-T	C3_00860W_A	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386	386
C3_00870W_A-T	C3_00870W_A	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082
C3_00880W_A-T	C3_00880W_A	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741	2741
C3_00890C_A-T	C3_00890C_A	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901
C3_00900C_A-T	C3_00900C_A	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632
C3_00910W_A-T	C3_00910W_A	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429	2429
